data,game
2025-03-01 23:00:00,New Jersey Devils x Utah HC
2025-03-02 00:00:00,Anaheim Ducks x Chicago Blackhawks
2025-03-02 00:00:00,Seattle Kraken x Vancouver Canucks
2025-03-02 15:00:00,Pittsburgh Penguins x Toronto Maple Leafs
2025-03-02 17:30:00,Boston Bruins x Minnesota Wild
2025-03-02 19:00:00,Calgary Flames x Carolina Hurricanes
2025-03-02 20:00:00,Dallas Stars x St. Louis Blues
2025-03-02 21:00:00,Nashville Predators x New York Rangers
2025-03-02 22:00:00,New Jersey Devils x Vegas Golden Knights
2025-03-03 20:30:00,Ottawa Senators x Washington Capitals
2025-03-03 21:00:00,Buffalo Sabres x Montreal Canadiens
2025-03-03 21:00:00,Florida Panthers x Tampa Bay Lightning
2025-03-03 21:00:00,New York Rangers x New York Rangers
2025-03-03 21:30:00,San Jose Sharks x Toronto Maple Leafs
2025-03-03 22:30:00,Chicago Blackhawks x Los Angeles Kings
2025-03-04 21:00:00,Boston Bruins x Nashville Predators
2025-03-04 21:00:00,Buffalo Sabres x San Jose Sharks
2025-03-04 21:00:00,Carolina Hurricanes x Detroit Red Wings
2025-03-04 21:00:00,Columbus Blue Jackets x Tampa Bay Lightning
2025-03-04 21:00:00,Calgary Flames x Philadelphia Flyers
2025-03-04 21:30:00,New York Rangers x Winnipeg Jets
2025-03-04 22:00:00,Dallas Stars x New Jersey Devils
2025-03-04 23:00:00,Colorado Avalanche x Pittsburgh Penguins
2025-03-04 23:00:00,Anaheim Ducks x Edmonton Oilers
2025-03-05 00:00:00,Minnesota Wild x Seattle Kraken
2025-03-05 21:30:00,New York Rangers x Washington Capitals
2025-03-05 21:30:00,Chicago Blackhawks x Ottawa Senators
2025-03-06 00:00:00,Toronto Maple Leafs x Vegas Golden Knights
2025-03-06 00:30:00,Anaheim Ducks x Vancouver Canucks
2025-03-06 00:30:00,Los Angeles Kings x St. Louis Blues
2025-03-06 21:00:00,Detroit Red Wings x Utah HC
2025-03-06 21:00:00,Buffalo Sabres x Tampa Bay Lightning
2025-03-06 21:00:00,Columbus Blue Jackets x Florida Panthers
2025-03-06 21:00:00,Philadelphia Flyers x Winnipeg Jets
2025-03-06 21:00:00,Boston Bruins x Carolina Hurricanes
2025-03-06 22:00:00,Calgary Flames x Dallas Stars
2025-03-06 23:00:00,Edmonton Oilers x Montreal Canadiens
2025-03-06 23:00:00,Colorado Avalanche x San Jose Sharks
2025-03-06 23:30:00,Nashville Predators x Seattle Kraken
2025-03-07 21:00:00,New Jersey Devils x Winnipeg Jets
2025-03-07 21:00:00,Detroit Red Wings x Washington Capitals
2025-03-07 22:30:00,Chicago Blackhawks x Utah HC
2025-03-08 00:00:00,Minnesota Wild x Vancouver Canucks
2025-03-08 00:00:00,Pittsburgh Penguins x Vegas Golden Knights
2025-03-08 00:00:00,Anaheim Ducks x St. Louis Blues
2025-03-08 14:30:00,New York Rangers x Ottawa Senators
2025-03-08 14:30:00,Philadelphia Flyers x Seattle Kraken
2025-03-08 17:00:00,Boston Bruins x Tampa Bay Lightning
2025-03-08 20:00:00,Buffalo Sabres x Florida Panthers
2025-03-08 21:00:00,Colorado Avalanche x Toronto Maple Leafs
2025-03-08 21:00:00,Calgary Flames x Montreal Canadiens
2025-03-08 22:00:00,Chicago Blackhawks x Nashville Predators
2025-03-08 22:00:00,Los Angeles Kings x St. Louis Blues
2025-03-09 00:00:00,Dallas Stars x Edmonton Oilers
2025-03-09 00:00:00,New York Rangers x San Jose Sharks
2025-03-09 14:00:00,New Jersey Devils x Philadelphia Flyers
2025-03-09 16:30:00,Seattle Kraken x Washington Capitals
2025-03-09 16:30:00,Minnesota Wild x Pittsburgh Penguins
2025-03-09 18:00:00,Carolina Hurricanes x Winnipeg Jets
2025-03-09 19:00:00,Columbus Blue Jackets x New York Rangers
2025-03-09 21:00:00,Los Angeles Kings x Vegas Golden Knights
2025-03-09 22:00:00,Dallas Stars x Vancouver Canucks
2025-03-09 22:00:00,Anaheim Ducks x New York Rangers
2025-03-10 19:30:00,Buffalo Sabres x Edmonton Oilers
2025-03-10 20:30:00,Detroit Red Wings x Ottawa Senators
2025-03-10 22:00:00,Chicago Blackhawks x Colorado Avalanche
2025-03-10 23:00:00,Toronto Maple Leafs x Utah HC
2025-03-11 20:00:00,Boston Bruins x Florida Panthers
2025-03-11 20:00:00,Columbus Blue Jackets x New Jersey Devils
2025-03-11 20:00:00,Ottawa Senators x Philadelphia Flyers
2025-03-11 20:00:00,Pittsburgh Penguins x Vegas Golden Knights
2025-03-11 20:00:00,Carolina Hurricanes x Tampa Bay Lightning
2025-03-11 21:00:00,Colorado Avalanche x Minnesota Wild
2025-03-11 21:00:00,New York Rangers x Winnipeg Jets
2025-03-11 23:00:00,Montreal Canadiens x Vancouver Canucks
2025-03-11 23:00:00,Anaheim Ducks x Washington Capitals
2025-03-11 23:30:00,Los Angeles Kings x New York Rangers
2025-03-11 23:30:00,Nashville Predators x San Jose Sharks
2025-03-12 20:30:00,Buffalo Sabres x Detroit Red Wings
2025-03-12 22:00:00,Calgary Flames x Vancouver Canucks
2025-03-12 23:00:00,Anaheim Ducks x Utah HC
2025-03-12 23:30:00,Montreal Canadiens x Seattle Kraken
2025-03-13 20:00:00,Florida Panthers x Toronto Maple Leafs
2025-03-13 20:00:00,Boston Bruins x Ottawa Senators
2025-03-13 20:00:00,Philadelphia Flyers x Tampa Bay Lightning
2025-03-13 20:00:00,Pittsburgh Penguins x St. Louis Blues
2025-03-13 20:00:00,Columbus Blue Jackets x Vegas Golden Knights
2025-03-13 20:30:00,Edmonton Oilers x New Jersey Devils
2025-03-13 21:00:00,Minnesota Wild x New York Rangers
2025-03-13 23:30:00,Los Angeles Kings x Washington Capitals
2025-03-13 23:30:00,Chicago Blackhawks x San Jose Sharks
2025-03-14 20:00:00,Carolina Hurricanes x Detroit Red Wings
2025-03-14 20:30:00,Edmonton Oilers x New York Rangers
2025-03-14 21:00:00,Dallas Stars x Winnipeg Jets
2025-03-14 22:00:00,Calgary Flames x Colorado Avalanche
2025-03-14 23:00:00,Anaheim Ducks x Nashville Predators
2025-03-14 23:00:00,Seattle Kraken x Utah HC
2025-03-15 13:30:00,Buffalo Sabres x Vegas Golden Knights
2025-03-15 16:00:00,New Jersey Devils x Pittsburgh Penguins
2025-03-15 18:00:00,San Jose Sharks x Washington Capitals
2025-03-15 20:00:00,Boston Bruins x Tampa Bay Lightning
2025-03-15 20:00:00,Ottawa Senators x Toronto Maple Leafs
2025-03-15 20:00:00,Florida Panthers x Montreal Canadiens
2025-03-15 20:00:00,Carolina Hurricanes x Philadelphia Flyers
2025-03-15 20:00:00,Columbus Blue Jackets x New York Rangers
2025-03-15 21:00:00,Minnesota Wild x St. Louis Blues
2025-03-15 21:00:00,Los Angeles Kings x Nashville Predators
2025-03-15 23:00:00,Chicago Blackhawks x Vancouver Canucks
2025-03-16 14:00:00,Detroit Red Wings x Vegas Golden Knights
2025-03-16 16:30:00,Colorado Avalanche x Dallas Stars
2025-03-16 19:00:00,Anaheim Ducks x St. Louis Blues
2025-03-16 20:00:00,Edmonton Oilers x New York Rangers
2025-03-16 20:30:00,Florida Panthers x New York Rangers
2025-03-16 21:00:00,Utah HC x Vancouver Canucks
2025-03-16 22:00:00,Seattle Kraken x Winnipeg Jets
2025-03-17 20:00:00,Boston Bruins x Buffalo Sabres
2025-03-17 20:00:00,Philadelphia Flyers x Tampa Bay Lightning
2025-03-17 20:00:00,Columbus Blue Jackets x New Jersey Devils
2025-03-17 20:30:00,Calgary Flames x Toronto Maple Leafs
2025-03-17 21:00:00,Los Angeles Kings x Minnesota Wild
2025-03-18 20:00:00,Montreal Canadiens x Ottawa Senators
2025-03-18 20:00:00,Calgary Flames x New York Rangers
2025-03-18 20:00:00,New York Rangers x Pittsburgh Penguins
2025-03-18 20:00:00,Detroit Red Wings x Washington Capitals
2025-03-18 21:00:00,Anaheim Ducks x Dallas Stars
2025-03-18 21:30:00,Chicago Blackhawks x Seattle Kraken
2025-03-18 22:00:00,Nashville Predators x St. Louis Blues
2025-03-18 22:00:00,Edmonton Oilers x Utah HC
2025-03-18 23:00:00,Vancouver Canucks x Winnipeg Jets
2025-03-19 20:00:00,Colorado Avalanche x Toronto Maple Leafs
2025-03-19 22:30:00,Minnesota Wild x Seattle Kraken
2025-03-20 20:00:00,Colorado Avalanche x Ottawa Senators
2025-03-20 20:00:00,Calgary Flames x New Jersey Devils
2025-03-20 20:00:00,New York Rangers x Toronto Maple Leafs
2025-03-20 20:00:00,Philadelphia Flyers x Washington Capitals
2025-03-20 20:00:00,Columbus Blue Jackets x Florida Panthers
2025-03-20 20:30:00,Montreal Canadiens x New York Rangers
2025-03-20 20:30:00,St. Louis Blues x Vancouver Canucks
2025-03-20 21:00:00,Anaheim Ducks x Nashville Predators
2025-03-20 21:00:00,Dallas Stars x Tampa Bay Lightning
2025-03-20 21:30:00,Chicago Blackhawks x Los Angeles Kings
2025-03-20 22:00:00,Edmonton Oilers x Winnipeg Jets
2025-03-20 22:00:00,Buffalo Sabres x Utah HC
2025-03-20 23:00:00,Boston Bruins x Vegas Golden Knights
2025-03-20 23:30:00,Carolina Hurricanes x San Jose Sharks
2025-03-21 20:00:00,Columbus Blue Jackets x Pittsburgh Penguins
2025-03-22 14:00:00,New York Rangers x Vancouver Canucks
2025-03-22 15:00:00,Dallas Stars x Philadelphia Flyers
2025-03-22 15:00:00,Buffalo Sabres x Minnesota Wild
2025-03-22 16:00:00,Chicago Blackhawks x St. Louis Blues
2025-03-22 17:00:00,Calgary Flames x New York Rangers
2025-03-22 17:00:00,Carolina Hurricanes x Los Angeles Kings
2025-03-22 18:00:00,Florida Panthers x Washington Capitals
2025-03-22 18:00:00,Tampa Bay Lightning x Utah HC
2025-03-22 20:00:00,Colorado Avalanche x Montreal Canadiens
2025-03-22 20:00:00,New Jersey Devils x Ottawa Senators
2025-03-22 20:00:00,Nashville Predators x Toronto Maple Leafs
2025-03-22 21:00:00,Detroit Red Wings x Vegas Golden Knights
2025-03-22 23:00:00,Edmonton Oilers x Seattle Kraken
2025-03-22 23:30:00,Boston Bruins x San Jose Sharks
2025-03-23 16:00:00,Chicago Blackhawks x Philadelphia Flyers
2025-03-23 16:00:00,Buffalo Sabres x Winnipeg Jets
2025-03-23 19:00:00,Florida Panthers x Pittsburgh Penguins
2025-03-23 19:00:00,Nashville Predators x St. Louis Blues
2025-03-23 21:00:00,Tampa Bay Lightning x Vegas Golden Knights
2025-03-23 21:00:00,Anaheim Ducks x Carolina Hurricanes
2025-03-23 22:00:00,Boston Bruins x Los Angeles Kings
2025-03-24 20:30:00,New Jersey Devils x Vancouver Canucks
2025-03-24 20:30:00,Columbus Blue Jackets x New York Rangers
2025-03-24 21:00:00,Dallas Stars x Minnesota Wild
2025-03-24 22:00:00,Detroit Red Wings x Utah HC
2025-03-25 20:00:00,Buffalo Sabres x Ottawa Senators
2025-03-25 20:00:00,Philadelphia Flyers x Toronto Maple Leafs
2025-03-25 20:00:00,Pittsburgh Penguins x Tampa Bay Lightning
2025-03-25 20:30:00,Carolina Hurricanes x Nashville Predators
2025-03-25 21:00:00,Montreal Canadiens x St. Louis Blues
2025-03-25 21:00:00,Minnesota Wild x Vegas Golden Knights
2025-03-25 21:00:00,Washington Capitals x Winnipeg Jets
2025-03-25 22:00:00,Colorado Avalanche x Detroit Red Wings
2025-03-25 22:00:00,Calgary Flames x Seattle Kraken
2025-03-25 23:30:00,Los Angeles Kings x New York Rangers
2025-03-26 20:30:00,New York Rangers x Vancouver Canucks
2025-03-26 20:30:00,Chicago Blackhawks x New Jersey Devils
2025-03-26 23:00:00,Dallas Stars x Edmonton Oilers
2025-03-26 23:00:00,Anaheim Ducks x Boston Bruins
2025-03-27 20:00:00,Buffalo Sabres x Pittsburgh Penguins
2025-03-27 20:00:00,Detroit Red Wings x Ottawa Senators
2025-03-27 20:00:00,Tampa Bay Lightning x Utah HC
2025-03-27 20:00:00,Montreal Canadiens x Philadelphia Flyers
2025-03-27 21:00:00,Nashville Predators x St. Louis Blues
2025-03-27 21:00:00,Minnesota Wild x Washington Capitals
2025-03-27 22:00:00,Calgary Flames x Dallas Stars
2025-03-27 23:00:00,Colorado Avalanche x Los Angeles Kings
2025-03-27 23:00:00,Edmonton Oilers x Seattle Kraken
2025-03-27 23:30:00,San Jose Sharks x Toronto Maple Leafs
2025-03-28 20:00:00,Florida Panthers x Utah HC
2025-03-28 20:00:00,Carolina Hurricanes x Montreal Canadiens
2025-03-28 20:00:00,Columbus Blue Jackets x Vancouver Canucks
2025-03-28 21:00:00,New Jersey Devils x Winnipeg Jets
2025-03-28 21:30:00,Chicago Blackhawks x Vegas Golden Knights
2025-03-28 23:00:00,Anaheim Ducks x New York Rangers
2025-03-29 14:00:00,Buffalo Sabres x Philadelphia Flyers
2025-03-29 15:00:00,New York Rangers x Tampa Bay Lightning
2025-03-29 17:30:00,Colorado Avalanche x St. Louis Blues
2025-03-29 19:00:00,Minnesota Wild x New Jersey Devils
2025-03-29 19:30:00,Nashville Predators x Vegas Golden Knights
2025-03-29 20:00:00,Columbus Blue Jackets x Ottawa Senators
2025-03-29 20:00:00,Los Angeles Kings x Toronto Maple Leafs
2025-03-29 21:00:00,Boston Bruins x Detroit Red Wings
2025-03-29 23:00:00,Calgary Flames x Edmonton Oilers
2025-03-29 23:30:00,New York Rangers x San Jose Sharks
2025-03-29 23:30:00,Dallas Stars x Seattle Kraken
2025-03-30 14:00:00,Florida Panthers x Montreal Canadiens
2025-03-30 16:00:00,Buffalo Sabres x Washington Capitals
2025-03-30 16:00:00,Vancouver Canucks x Winnipeg Jets
2025-03-30 17:00:00,Chicago Blackhawks x Utah HC
2025-03-30 18:00:00,Ottawa Senators x Pittsburgh Penguins
2025-03-30 18:00:00,Carolina Hurricanes x New York Rangers
2025-03-30 21:00:00,Anaheim Ducks x Toronto Maple Leafs
2025-03-30 23:00:00,Los Angeles Kings x San Jose Sharks
2025-03-31 20:00:00,Minnesota Wild x New Jersey Devils
2025-03-31 20:00:00,Nashville Predators x Philadelphia Flyers
2025-03-31 21:30:00,Calgary Flames x Colorado Avalanche
2025-03-31 23:00:00,Dallas Stars x Seattle Kraken
2025-04-01 20:00:00,Boston Bruins x Washington Capitals
2025-04-01 20:00:00,Florida Panthers x Montreal Canadiens
2025-04-01 20:00:00,Buffalo Sabres x Ottawa Senators
2025-04-01 20:00:00,Columbus Blue Jackets x Nashville Predators
2025-04-01 20:30:00,New York Rangers x Tampa Bay Lightning
2025-04-01 21:00:00,Detroit Red Wings x St. Louis Blues
2025-04-01 22:00:00,Calgary Flames x Utah HC
2025-04-01 23:00:00,Edmonton Oilers x Vegas Golden Knights
2025-04-01 23:00:00,Anaheim Ducks x San Jose Sharks
2025-04-01 23:30:00,Los Angeles Kings x Winnipeg Jets
2025-04-02 20:00:00,Minnesota Wild x New York Rangers
2025-04-02 20:00:00,Carolina Hurricanes x Washington Capitals
2025-04-02 20:30:00,Florida Panthers x Toronto Maple Leafs
2025-04-02 22:30:00,Chicago Blackhawks x Colorado Avalanche
2025-04-02 23:30:00,Seattle Kraken x Vancouver Canucks
2025-04-03 20:00:00,Boston Bruins x Montreal Canadiens
2025-04-03 20:00:00,Ottawa Senators x Tampa Bay Lightning
2025-04-03 20:30:00,Colorado Avalanche x Columbus Blue Jackets
2025-04-03 21:00:00,Pittsburgh Penguins x St. Louis Blues
2025-04-03 21:00:00,Dallas Stars x Nashville Predators
2025-04-03 22:00:00,Los Angeles Kings x Utah HC
2025-04-03 22:30:00,Anaheim Ducks x Calgary Flames
2025-04-03 23:00:00,Vegas Golden Knights x Winnipeg Jets
2025-04-03 23:30:00,Edmonton Oilers x San Jose Sharks
2025-04-04 20:00:00,Carolina Hurricanes x Detroit Red Wings
2025-04-04 20:00:00,Chicago Blackhawks x Washington Capitals
2025-04-04 20:30:00,Minnesota Wild x New York Rangers
2025-04-05 13:30:00,New Jersey Devils x New York Rangers
2025-04-05 15:00:00,Florida Panthers x Ottawa Senators
2025-04-05 16:00:00,Dallas Stars x Pittsburgh Penguins
2025-04-05 17:00:00,Anaheim Ducks x Vancouver Canucks
2025-04-05 17:00:00,Edmonton Oilers x Los Angeles Kings
2025-04-05 20:00:00,Boston Bruins x Carolina Hurricanes
2025-04-05 20:00:00,Buffalo Sabres x Tampa Bay Lightning
2025-04-05 20:00:00,Columbus Blue Jackets x Toronto Maple Leafs
2025-04-05 20:00:00,Montreal Canadiens x Philadelphia Flyers
2025-04-05 20:00:00,Colorado Avalanche x St. Louis Blues
2025-04-05 20:00:00,Utah HC x Winnipeg Jets
2025-04-05 23:00:00,Calgary Flames x Vegas Golden Knights
2025-04-05 23:00:00,San Jose Sharks x Seattle Kraken
2025-04-06 13:30:00,New York Rangers x Washington Capitals
2025-04-06 16:00:00,Dallas Stars x Minnesota Wild
2025-04-06 18:00:00,Columbus Blue Jackets x Ottawa Senators
2025-04-06 18:30:00,Detroit Red Wings x Florida Panthers
2025-04-06 19:00:00,Boston Bruins x Buffalo Sabres
2025-04-06 19:00:00,Chicago Blackhawks x Pittsburgh Penguins
2025-04-06 20:00:00,Montreal Canadiens x Nashville Predators
2025-04-06 23:00:00,Vancouver Canucks x Vegas Golden Knights
2025-04-07 20:00:00,New York Rangers x Tampa Bay Lightning
2025-04-07 20:30:00,St. Louis Blues x Winnipeg Jets
2025-04-07 23:30:00,Anaheim Ducks x Edmonton Oilers
2025-04-07 23:30:00,Los Angeles Kings x Seattle Kraken
2025-04-07 23:30:00,Calgary Flames x San Jose Sharks
2025-04-08 20:00:00,Buffalo Sabres x Carolina Hurricanes
2025-04-08 20:00:00,Detroit Red Wings x Montreal Canadiens
2025-04-08 20:00:00,Florida Panthers x Toronto Maple Leafs
2025-04-08 20:00:00,Boston Bruins x New Jersey Devils
2025-04-08 20:00:00,Columbus Blue Jackets x Ottawa Senators
2025-04-08 20:00:00,Chicago Blackhawks x Pittsburgh Penguins
2025-04-08 21:00:00,Nashville Predators x New York Rangers
2025-04-08 21:00:00,Dallas Stars x Vancouver Canucks
2025-04-08 22:00:00,Seattle Kraken x Utah HC
2025-04-08 22:30:00,Colorado Avalanche x Vegas Golden Knights
2025-04-09 20:00:00,Tampa Bay Lightning x Toronto Maple Leafs
2025-04-09 20:30:00,New York Rangers x Philadelphia Flyers
2025-04-09 21:00:00,Minnesota Wild x San Jose Sharks
2025-04-09 23:00:00,Edmonton Oilers x St. Louis Blues
2025-04-09 23:00:00,Anaheim Ducks x Calgary Flames
2025-04-10 20:00:00,Boston Bruins x Chicago Blackhawks
2025-04-10 20:00:00,Detroit Red Wings x Florida Panthers
2025-04-10 20:00:00,Buffalo Sabres x Columbus Blue Jackets
2025-04-10 20:30:00,Carolina Hurricanes x Washington Capitals
2025-04-10 20:30:00,New York Rangers x New York Rangers
2025-04-10 21:00:00,Dallas Stars x Winnipeg Jets
2025-04-10 22:00:00,Colorado Avalanche x Vancouver Canucks
2025-04-10 22:00:00,Nashville Predators x Utah HC
2025-04-10 23:00:00,Seattle Kraken x Vegas Golden Knights
2025-04-10 23:00:00,Anaheim Ducks x Los Angeles Kings
2025-04-11 20:00:00,Montreal Canadiens x Ottawa Senators
2025-04-11 20:00:00,Detroit Red Wings x Tampa Bay Lightning
2025-04-11 20:00:00,New Jersey Devils x Pittsburgh Penguins
2025-04-11 22:30:00,Edmonton Oilers x San Jose Sharks
2025-04-11 23:00:00,Calgary Flames x Minnesota Wild
2025-04-12 13:30:00,New York Rangers x Philadelphia Flyers
2025-04-12 16:00:00,Carolina Hurricanes x New York Rangers
2025-04-12 17:00:00,Colorado Avalanche x Los Angeles Kings
2025-04-12 19:00:00,Buffalo Sabres x Florida Panthers
2025-04-12 20:00:00,Montreal Canadiens x Toronto Maple Leafs
2025-04-12 20:00:00,Columbus Blue Jackets x Washington Capitals
2025-04-12 20:00:00,Chicago Blackhawks x Winnipeg Jets
2025-04-12 21:00:00,Dallas Stars x Utah HC
2025-04-12 23:00:00,Minnesota Wild x Vancouver Canucks
2025-04-12 23:00:00,Nashville Predators x Vegas Golden Knights
2025-04-12 23:00:00,Seattle Kraken x St. Louis Blues
2025-04-13 14:00:00,Ottawa Senators x Philadelphia Flyers
2025-04-13 14:00:00,New Jersey Devils x New York Rangers
2025-04-13 16:30:00,Boston Bruins x Pittsburgh Penguins
2025-04-13 18:00:00,Carolina Hurricanes x Toronto Maple Leafs
2025-04-13 19:00:00,Buffalo Sabres x Tampa Bay Lightning
2025-04-13 19:00:00,Columbus Blue Jackets x Washington Capitals
2025-04-13 20:00:00,Edmonton Oilers x Winnipeg Jets
2025-04-13 21:00:00,Calgary Flames x San Jose Sharks
2025-04-13 23:00:00,Anaheim Ducks x Colorado Avalanche
2025-04-14 20:00:00,Chicago Blackhawks x Montreal Canadiens
2025-04-14 20:00:00,Dallas Stars x Detroit Red Wings
2025-04-14 20:00:00,Florida Panthers x New York Rangers
2025-04-14 21:00:00,Nashville Predators x Utah HC
2025-04-14 23:00:00,Edmonton Oilers x Los Angeles Kings
2025-04-14 23:00:00,San Jose Sharks x Vancouver Canucks
2025-04-15 20:00:00,Boston Bruins x New Jersey Devils
2025-04-15 20:00:00,Buffalo Sabres x Toronto Maple Leafs
2025-04-15 20:00:00,Chicago Blackhawks x Ottawa Senators
2025-04-15 20:00:00,Florida Panthers x Tampa Bay Lightning
2025-04-15 20:00:00,Columbus Blue Jackets x Philadelphia Flyers
2025-04-15 21:00:00,New York Rangers x Washington Capitals
2025-04-15 21:00:00,St. Louis Blues x Utah HC
2025-04-15 21:00:00,Anaheim Ducks x Minnesota Wild
2025-04-15 22:00:00,Calgary Flames x Vegas Golden Knights
2025-04-15 23:30:00,Los Angeles Kings x Seattle Kraken
2025-04-16 20:00:00,Carolina Hurricanes x Montreal Canadiens
2025-04-16 20:00:00,Anaheim Ducks x Winnipeg Jets
2025-04-16 20:30:00,Detroit Red Wings x New Jersey Devils
2025-04-16 21:00:00,Dallas Stars x Nashville Predators
2025-04-16 23:00:00,Vancouver Canucks x Vegas Golden Knights
2025-04-16 23:30:00,Edmonton Oilers x San Jose Sharks
2025-04-17 20:00:00,Buffalo Sabres x Philadelphia Flyers
2025-04-17 20:00:00,Detroit Red Wings x Toronto Maple Leafs
2025-04-17 20:00:00,Carolina Hurricanes x Ottawa Senators
2025-04-17 20:00:00,New York Rangers x Tampa Bay Lightning
2025-04-17 20:00:00,Pittsburgh Penguins x Washington Capitals
2025-04-17 20:00:00,Columbus Blue Jackets x New York Rangers
